"jenis_kelamin","umur","asal","penempatan","gaji","pendidikan","IPK","pengalaman","jenis_rekrut","id","status_rekrut"
"0","2","7","7","1","1",3.9,"1","1","2394","1"
"0","1","1","1","2","2",3.4,"2","1","2395","1"
"0","1","14","34","5","0",1.64,"5","1","2396","0"
"0","2","6","6","2","1",3.8,"2","1","2397","1"
"1","2","27","20","5","0",1.13,"2","1","2398","0"
"1","2","34","7","4","0",2.46,"0","1","2399","0"
"0","3","5","34","4","0",2.92,"4","2","2400","0"
"0","2","32","7","3","0",2.21,"3","2","2401","0"
"0","1","16","34","4","0",2.95,"5","2","2402","0"
"1","1","4","8","4","0",1.23,"0","1","2403","0"
"1","2","2","2","2","2",4.0,"1","1","2404","1"
"0","1","15","33","3","0",2.98,"4","2","2405","0"
"1","1","20","20","3","3",3.53,"3","2","2406","1"
"0","1","5","17","4","0",1.08,"4","2","2407","0"
"1","2","8","8","2","2",3.7,"2","1","2408","1"
"1","1","27","27","2","3",3.34,"2","2","2409","1"
"0","2","24","24","2","2",3.67,"3","2","2410","1"
"1","1","8","24","3","0",1.59,"0","2","2411","0"
"1","1","30","30","1","1",3.7,"2","1","2412","1"
"1","2","26","24","5","0",1.48,"2","1","2413","0"
"1","1","9","9","2","2",3.9,"1","1","2414","1"
"1","2","6","33","5","0",1.47,"1","1","2415","0"
"1","3","24","26","4","0",1.78,"5","2","2416","0"
"1","2","23","23","2","2",3.5,"2","2","2417","1"
"0","1","19","19","3","3",3.96,"4","2","2418","1"
"0","2","9","9","3","1",3.91,"4","2","2419","1"
"1","1","14","11","3","0",1.29,"3","1","2420","0"
"1","2","14","25","4","0",1.96,"3","1","2421","0"
"1","2","6","6","1","2",3.3,"1","1","2422","1"
"0","1","19","20","3","0",1.28,"4","1","2423","0"
"1","2","2","30","5","0",1.55,"1","2","2424","0"
"1","1","15","15","3","1",3.83,"2","2","2425","1"
"1","1","14","14","2","1",3.5,"0","1","2426","1"
"0","1","12","23","4","0",2.2,"1","1","2427","0"
"0","2","2","33","4","0",1.69,"2","1","2428","0"
"0","3","7","17","4","0",2.17,"4","1","2429","0"
"0","2","18","16","3","0",2.54,"1","2","2430","0"
"1","2","29","15","5","0",2.11,"5","1","2431","0"
"0","3","31","4","4","0",2.91,"4","2","2432","0"
"1","1","33","33","5","0",2.67,"4","2","2433","0"
"1","1","26","3","5","0",1.27,"2","1","2434","0"
"0","1","13","27","4","0",2.18,"5","2","2435","0"
"0","2","19","19","2","2",3.1,"2","1","2436","1"
"0","3","7","14","3","0",1.51,"1","2","2437","0"
"0","1","7","7","3","0",2.62,"2","1","2438","0"
"1","3","24","7","5","0",2.11,"5","1","2439","0"
"1","3","15","19","5","0",2.84,"1","1","2440","0"
"0","1","6","26","4","0",2.81,"5","1","2441","0"
"1","2","13","13","1","1",3.3,"0","1","2442","1"
"0","1","16","19","4","0",2.58,"5","1","2443","0"
"0","2","11","11","2","1",3.7,"2","1","2444","1"
"1","2","28","4","4","0",1.11,"3","1","2445","0"
"0","2","1","1","3","3",3.33,"3","2","2446","1"
"1","1","13","13","3","2",3.88,"4","2","2447","1"
"0","2","32","2","3","0",1.27,"2","2","2448","0"
"0","3","18","21","4","0",1.03,"1","1","2449","0"
"0","1","10","10","2","2",3.3,"0","1","2450","1"
"1","2","4","4","3","1",3.49,"4","2","2451","1"
"0","1","6","6","1","1",3.8,"1","1","2452","1"
"0","2","17","15","4","0",2.37,"0","2","2453","0"
"1","2","12","12","2","2",3.28,"3","2","2454","1"
"0","1","28","12","4","0",2.55,"5","1","2455","0"
"0","2","12","3","3","0",1.68,"5","1","2456","0"
"0","2","14","11","3","0",2.02,"5","1","2457","0"
"0","2","4","4","2","2",3.87,"4","2","2458","1"
"0","1","19","19","1","1",4.0,"1","1","2459","1"
"0","2","13","13","2","2",3.1,"2","1","2460","1"
"0","3","5","14","5","0",1.05,"5","2","2461","0"
"0","2","18","18","1","1",3.8,"1","1","2462","1"
"0","2","26","26","1","2",3.8,"1","1","2463","1"
"1","1","33","33","2","2",3.3,"2","1","2464","1"
"0","1","33","33","2","1",3.34,"3","2","2465","1"
"1","2","7","10","5","0",2.47,"4","1","2466","0"
"0","1","26","26","1","2",3.5,"0","1","2467","1"
"0","1","33","10","3","0",2.67,"3","1","2468","0"
"0","2","34","34","1","1",3.9,"2","1","2469","1"
"0","3","5","19","3","0",2.01,"1","1","2470","0"
"0","1","14","14","2","2",3.67,"3","2","2471","1"
"0","1","27","27","1","1",3.1,"2","1","2472","1"
"1","1","13","13","2","1",3.3,"2","1","2473","1"
"1","1","1","27","4","0",2.67,"2","2","2474","0"
"1","1","28","28","2","2",3.48,"3","2","2475","1"
"1","2","5","5","1","2",4.0,"0","1","2476","1"
"0","2","22","8","5","0",2.37,"0","1","2477","0"
"1","3","26","26","3","0",2.89,"4","1","2478","0"
"1","2","11","20","4","0",1.85,"1","2","2479","0"
"0","2","7","7","3","1",3.53,"3","2","2480","1"
"0","1","5","5","2","2",3.4,"1","1","2481","1"
"1","2","33","23","4","0",2.47,"2","2","2482","0"
"0","2","16","30","4","0",1.6,"4","1","2483","0"
"1","1","10","10","1","2",3.2,"2","1","2484","1"
"0","2","17","5","4","0",2.92,"4","2","2485","0"
"0","2","17","20","3","0",1.22,"2","2","2486","0"
"0","2","23","23","3","3",3.81,"4","2","2487","1"
"0","2","20","20","3","3",3.34,"4","2","2488","1"
"0","1","21","21","3","1",3.68,"4","2","2489","1"
"0","2","2","2","1","2",4.0,"1","1","2490","1"
"0","2","21","21","3","2",3.35,"2","2","2491","1"
"1","1","27","27","3","1",3.81,"2","2","2492","1"
"1","3","11","11","5","0",1.32,"5","2","2493","0"
"1","2","22","22","1","2",3.7,"2","1","2494","1"
"0","1","23","23","2","1",3.2,"0","1","2495","1"
"1","1","23","27","3","0",1.05,"1","2","2496","0"
"1","2","27","16","4","0",2.25,"2","2","2497","0"
"1","2","30","30","3","2",3.38,"3","2","2498","1"
"0","2","21","19","3","0",2.92,"0","2","2499","0"
"0","3","31","6","5","0",1.4,"1","2","2500","0"
"1","2","2","2","1","1",3.5,"1","1","2501","1"
"1","2","6","23","5","0",1.98,"3","1","2502","0"
"1","1","31","17","4","0",2.49,"5","1","2503","0"
"1","2","17","17","3","3",3.91,"3","2","2504","1"
"0","3","29","9","4","0",1.27,"5","2","2505","0"
"0","1","29","29","2","2",3.6,"4","2","2506","1"
"1","2","27","27","1","1",3.1,"0","1","2507","1"
"1","1","11","11","3","1",3.42,"3","2","2508","1"
"0","2","33","33","2","2",3.94,"2","2","2509","1"
"0","2","8","8","3","2",3.51,"4","2","2510","1"
"1","3","3","11","4","0",1.07,"0","2","2511","0"
"0","2","9","9","1","1",3.1,"2","1","2512","1"
"1","2","18","18","2","2",3.7,"0","1","2513","1"
"0","2","16","16","3","3",3.51,"4","2","2514","1"
"1","1","16","33","5","0",2.57,"4","2","2515","0"
"1","3","33","4","4","0",1.83,"3","2","2516","0"
"1","2","34","34","1","1",3.3,"0","1","2517","1"
"1","1","7","7","2","1",3.87,"4","2","2518","1"
"1","2","14","16","4","0",2.5,"5","2","2519","0"
"0","3","7","30","5","0",1.74,"0","1","2520","0"
"1","1","10","11","5","0",1.86,"0","2","2521","0"
"1","1","11","24","4","0",1.48,"4","2","2522","0"
"0","3","2","16","4","0",2.75,"5","2","2523","0"
"1","1","32","32","2","2",3.7,"1","1","2524","1"
"1","1","25","25","2","2",3.52,"4","2","2525","1"
"1","1","6","6","2","1",3.7,"2","1","2526","1"
"0","2","16","16","1","2",3.9,"0","1","2527","1"
"1","2","6","6","1","1",3.8,"2","1","2528","1"
"0","3","16","22","4","0",2.91,"4","1","2529","0"
"0","3","11","19","3","0",1.23,"1","2","2530","0"
"0","2","3","15","5","0",1.73,"4","2","2531","0"
"1","1","19","32","5","0",1.78,"5","1","2532","0"
"0","2","14","14","2","2",3.3,"0","1","2533","1"
"1","1","24","24","3","3",3.63,"4","2","2534","1"
"0","1","13","14","3","0",2.16,"0","2","2535","0"
"0","2","6","6","2","1",4.0,"0","1","2536","1"
"1","1","5","5","2","1",3.2,"0","1","2537","1"
"1","2","23","23","2","3",3.52,"4","2","2538","1"
"0","1","20","17","3","0",2.02,"0","2","2539","0"
"0","2","29","29","3","1",3.64,"3","2","2540","1"
"1","1","31","31","2","2",3.2,"0","1","2541","1"
"1","3","31","16","3","0",2.21,"2","2","2542","0"
"1","2","14","14","2","2",3.5,"0","1","2543","1"
"1","2","23","18","4","0",1.37,"3","2","2544","0"
"0","2","1","1","3","3",3.85,"3","2","2545","1"
"1","1","30","34","4","0",1.37,"4","1","2546","0"
"1","1","25","25","2","2",3.1,"2","1","2547","1"
"0","2","9","19","3","0",2.78,"5","1","2548","0"
"0","1","6","18","5","0",1.56,"4","1","2549","0"
"0","2","29","7","4","0",1.29,"1","1","2550","0"
"1","3","29","22","3","0",2.73,"0","1","2551","0"
"1","3","13","6","5","0",1.13,"3","1","2552","0"
"1","1","29","29","1","2",3.9,"2","1","2553","1"
"0","1","19","14","5","0",2.99,"0","2","2554","0"
"1","2","2","2","1","2",3.9,"1","1","2555","1"
"1","1","23","23","2","1",3.7,"2","1","2556","1"
"1","2","29","29","3","1",3.49,"4","2","2557","1"
"1","3","3","30","5","0",1.93,"1","2","2558","0"
"1","1","17","11","4","0",2.79,"3","2","2559","0"
"1","1","4","4","2","1",3.61,"3","2","2560","1"
"0","1","22","22","1","1",4.0,"0","1","2561","1"
"1","1","18","32","5","0",2.21,"4","1","2562","0"
"1","3","8","5","3","0",2.93,"0","1","2563","0"
"0","1","15","31","5","0",2.34,"0","1","2564","0"
"1","1","20","20","2","2",4.0,"1","1","2565","1"
"0","3","26","22","3","0",2.68,"0","1","2566","0"
"0","2","6","11","3","0",1.54,"3","1","2567","0"
"1","1","34","34","3","3",4.0,"3","2","2568","1"
"0","1","10","10","2","1",3.1,"2","1","2569","1"
"0","2","15","15","1","1",3.6,"2","1","2570","1"
"0","1","25","25","1","1",3.8,"2","1","2571","1"
"1","2","19","6","5","0",1.89,"5","1","2572","0"
"0","1","7","7","2","1",3.6,"0","1","2573","1"
"1","2","21","26","4","0",2.18,"1","1","2574","0"
"0","1","12","22","3","0",2.57,"0","1","2575","0"
"0","1","34","34","1","1",3.1,"0","1","2576","1"
"0","2","23","17","3","0",2.63,"1","1","2577","0"
"0","1","30","30","2","2",3.9,"1","1","2578","1"
"1","2","14","14","2","2",3.9,"2","2","2579","1"
"0","1","17","27","5","0",2.35,"2","1","2580","0"
"1","2","22","12","4","0",1.11,"3","1","2581","0"
"1","2","19","19","2","1",3.4,"2","1","2582","1"
"1","2","5","27","4","0",2.97,"5","1","2583","0"
"1","1","28","5","5","0",1.2,"5","1","2584","0"
"1","2","29","29","1","1",3.6,"1","1","2585","1"
"1","3","3","15","3","0",1.69,"2","1","2586","0"
"0","2","33","23","5","0",1.8,"5","1","2587","0"
"0","3","4","26","4","0",2.43,"3","1","2588","0"
"0","3","22","15","5","0",2.25,"0","2","2589","0"
"1","2","1","15","5","0",2.78,"4","2","2590","0"
"0","1","18","17","4","0",2.13,"5","2","2591","0"
"1","2","21","21","2","2",3.1,"2","1","2592","1"
"1","2","2","2","2","1",3.9,"0","1","2593","1"
"0","3","8","10","4","0",1.32,"3","2","2594","0"
"1","1","29","29","2","3",3.85,"3","2","2595","1"
"0","1","31","20","4","0",1.03,"1","1","2596","0"
"0","2","11","22","5","0",1.62,"1","1","2597","0"
"1","1","17","17","2","1",3.4,"1","1","2598","1"
"1","1","1","1","1","2",3.1,"2","1","2599","1"
"1","1","11","11","3","3",3.87,"4","2","2600","1"
"1","3","22","7","3","0",1.79,"2","1","2601","0"
"1","2","33","33","2","3",3.93,"4","2","2602","1"
"1","1","9","29","3","0",2.01,"2","1","2603","0"
"1","2","5","14","5","0",2.57,"3","1","2604","0"
"0","1","16","16","2","2",3.66,"4","2","2605","1"
"1","1","16","16","3","1",3.65,"3","2","2606","1"
"1","3","6","7","5","0",1.38,"4","1","2607","0"
"0","3","13","15","4","0",2.64,"1","1","2608","0"
"1","2","21","19","3","0",2.19,"2","2","2609","0"
"1","2","26","23","4","0",2.36,"1","1","2610","0"
"1","1","17","17","1","2",3.9,"2","1","2611","1"
"1","1","11","11","2","1",3.32,"3","2","2612","1"
"1","1","28","28","1","1",4.0,"1","1","2613","1"
"1","3","9","1","5","0",1.15,"0","1","2614","0"
"0","3","5","12","4","0",2.71,"0","1","2615","0"
"1","2","5","5","3","1",3.86,"4","2","2616","1"
"0","2","9","9","2","2",3.3,"0","1","2617","1"
"1","3","17","6","5","0",2.83,"1","1","2618","0"
"0","2","29","29","2","1",3.1,"0","1","2619","1"
"0","2","11","31","3","0",2.63,"3","2","2620","0"
"0","2","21","2","4","0",1.62,"2","2","2621","0"
"0","2","29","29","2","1",4.0,"2","1","2622","1"
"1","1","23","30","5","0",1.39,"1","1","2623","0"
"1","1","20","7","3","0",2.99,"5","2","2624","0"
"1","1","34","34","2","2",4.0,"2","1","2625","1"
"1","1","18","18","2","1",3.6,"2","1","2626","1"
"0","1","12","12","2","3",3.35,"3","2","2627","1"
"0","2","13","13","2","1",4.0,"3","2","2628","1"
"0","2","8","8","2","2",3.1,"0","1","2629","1"
"0","3","7","16","3","0",2.95,"4","2","2630","0"
"1","2","33","33","2","3",3.45,"3","2","2631","1"
"1","1","4","4","3","1",3.95,"4","2","2632","1"
"1","1","34","19","5","0",1.31,"5","1","2633","0"
"0","2","6","24","5","0",1.39,"2","2","2634","0"
"0","2","16","16","2","2",3.5,"0","1","2635","1"
"1","3","22","15","4","0",2.7,"1","1","2636","0"
"0","2","18","18","2","1",3.91,"2","2","2637","1"
"1","1","16","16","3","3",3.78,"2","2","2638","1"
"1","2","23","23","2","2",3.1,"2","1","2639","1"
"1","2","7","6","4","0",1.97,"2","2","2640","0"
"0","1","10","15","3","0",1.68,"1","1","2641","0"
"1","2","19","15","4","0",1.09,"5","2","2642","0"
"1","2","1","1","2","1",3.4,"2","1","2643","1"
"0","1","10","10","2","2",3.98,"4","2","2644","1"
"0","1","15","15","1","1",3.9,"1","1","2645","1"
"0","1","4","4","2","1",3.2,"2","1","2646","1"
"1","2","20","12","5","0",1.32,"4","2","2647","0"
"1","1","30","30","2","1",3.41,"3","2","2648","1"
"1","2","15","28","3","0",2.81,"4","2","2649","0"
"0","2","4","13","5","0",2.26,"0","2","2650","0"
"0","1","24","25","3","0",1.88,"5","1","2651","0"
"0","3","29","4","3","0",2.46,"3","2","2652","0"
"0","1","7","7","3","1",3.56,"4","2","2653","1"
"0","1","22","22","2","2",3.6,"4","2","2654","1"
"0","1","5","15","3","0",1.25,"0","2","2655","0"
"1","1","12","29","4","0",2.68,"2","1","2656","0"
"0","3","14","3","5","0",1.94,"3","2","2657","0"
"0","1","14","28","3","0",2.88,"0","1","2658","0"
"1","2","19","28","4","0",1.96,"4","1","2659","0"
"0","1","24","29","4","0",1.28,"4","2","2660","0"
"0","3","5","21","5","0",1.13,"5","2","2661","0"
"0","3","8","30","4","0",2.81,"4","2","2662","0"
"0","1","16","11","5","0",2.73,"1","1","2663","0"
"1","1","4","28","3","0",2.6,"4","2","2664","0"
"1","1","11","7","5","0",2.84,"1","2","2665","0"
"0","1","33","11","5","0",2.25,"3","1","2666","0"
"1","1","17","17","1","1",3.4,"2","1","2667","1"
"1","3","34","23","3","0",2.7,"2","2","2668","0"
"1","1","9","9","1","2",4.0,"0","1","2669","1"
"0","1","32","26","5","0",1.98,"1","1","2670","0"
"1","3","4","11","5","0",2.21,"5","1","2671","0"
"0","1","34","34","1","1",3.8,"0","1","2672","1"
"1","1","2","2","1","2",3.3,"0","1","2673","1"
"1","2","34","34","3","3",3.3,"3","2","2674","1"
"0","3","24","30","4","0",1.77,"0","2","2675","0"
"1","1","26","26","2","1",3.7,"2","2","2676","1"
"1","2","32","7","4","0",2.88,"0","2","2677","0"
"1","2","12","12","2","2",3.86,"4","2","2678","1"
"1","1","9","33","3","0",2.7,"0","2","2679","0"
"1","1","1","1","1","1",3.6,"2","1","2680","1"
"1","2","23","34","4","0",1.93,"1","1","2681","0"
"0","1","32","16","5","0",2.21,"2","1","2682","0"
"0","1","14","25","4","0",2.36,"5","2","2683","0"
"0","2","19","19","2","2",3.95,"3","2","2684","1"
"1","2","28","28","2","1",3.56,"4","2","2685","1"
"1","3","2","11","3","0",1.99,"4","1","2686","0"
"1","1","26","26","3","3",3.82,"4","2","2687","1"
"1","1","28","28","1","1",3.7,"2","1","2688","1"
"0","1","17","22","5","0",1.68,"3","2","2689","0"
"0","2","4","4","2","3",3.33,"3","2","2690","1"
"0","3","14","30","4","0",2.1,"0","1","2691","0"
"0","3","28","23","3","0",2.81,"5","1","2692","0"
"0","2","19","18","5","0",1.18,"0","2","2693","0"
"0","2","15","15","3","1",3.57,"3","2","2694","1"
"1","1","13","13","3","2",3.38,"4","2","2695","1"
"1","2","26","17","3","0",2.52,"2","1","2696","0"
"1","2","31","24","5","0",2.46,"4","1","2697","0"
"0","1","5","5","1","1",3.4,"0","1","2698","1"
"1","2","10","2","4","0",1.39,"3","2","2699","0"
"1","1","13","11","4","0",2.52,"1","1","2700","0"
"0","2","25","20","5","0",2.9,"5","1","2701","0"
"1","1","12","12","2","1",3.52,"2","2","2702","1"
"0","1","9","9","2","1",3.8,"0","1","2703","1"
"0","3","29","29","3","0",1.81,"0","2","2704","0"
"1","1","34","31","3","0",1.88,"5","2","2705","0"
"1","1","29","32","5","0",1.02,"0","2","2706","0"
"1","1","31","30","3","0",1.34,"4","2","2707","0"
"1","1","16","14","4","0",1.78,"4","1","2708","0"
"1","2","6","9","4","0",2.36,"2","2","2709","0"
"0","2","12","14","4","0",2.79,"5","1","2710","0"
"0","1","20","5","4","0",2.39,"3","1","2711","0"
"1","1","11","11","2","2",3.5,"1","1","2712","1"
"0","3","8","22","5","0",1.63,"4","1","2713","0"
"1","1","30","4","3","0",1.33,"5","2","2714","0"
"0","1","2","2","1","1",3.3,"1","1","2715","1"
"1","3","34","21","5","0",1.32,"2","1","2716","0"
"1","1","12","26","3","0",1.36,"0","1","2717","0"
"1","2","18","18","2","2",3.3,"1","1","2718","1"
"0","3","25","21","3","0",1.48,"5","2","2719","0"
"0","1","27","27","2","3",3.57,"4","2","2720","1"
"0","2","25","13","3","0",1.75,"5","1","2721","0"
"0","1","10","10","1","2",3.3,"2","1","2722","1"
"1","3","19","25","5","0",1.49,"0","2","2723","0"
"1","2","27","27","2","1",3.98,"2","2","2724","1"
"0","2","14","12","5","0",2.5,"4","1","2725","0"
"1","2","15","15","2","1",3.3,"2","2","2726","1"
"1","2","16","16","1","1",3.1,"1","1","2727","1"
"1","3","33","4","5","0",2.52,"5","2","2728","0"
"0","1","19","19","2","2",3.62,"2","2","2729","1"
"0","2","26","26","3","1",3.63,"4","2","2730","1"
"1","3","32","20","5","0",1.38,"5","2","2731","0"
"1","2","12","30","5","0",2.39,"4","2","2732","0"
"1","2","25","25","3","1",3.56,"4","2","2733","1"
"1","2","11","11","1","1",3.9,"1","1","2734","1"
"1","2","8","8","1","2",3.1,"1","1","2735","1"
"0","2","34","34","1","2",3.2,"1","1","2736","1"
"0","2","20","21","5","0",1.95,"1","1","2737","0"
"0","1","27","27","2","1",3.6,"0","1","2738","1"
"0","2","25","33","5","0",2.08,"4","1","2739","0"
"0","1","31","31","2","2",3.6,"2","2","2740","1"
"1","2","20","20","3","1",3.44,"4","2","2741","1"
"1","2","27","14","5","0",1.77,"1","1","2742","0"
"0","1","21","3","4","0",2.5,"0","1","2743","0"
"0","2","26","26","2","1",3.6,"2","1","2744","1"
"1","1","22","22","2","2",3.31,"3","2","2745","1"
"1","3","11","19","3","0",1.4,"3","2","2746","0"
"1","3","17","28","5","0",2.47,"5","1","2747","0"
"1","2","19","7","5","0",1.89,"2","1","2748","0"
"0","2","31","31","1","1",3.3,"2","1","2749","1"
"1","2","28","28","2","3",3.42,"4","2","2750","1"
"0","3","33","14","3","0",1.62,"1","2","2751","0"
"1","2","18","18","1","1",3.5,"2","1","2752","1"
"1","3","11","21","5","0",1.94,"0","2","2753","0"
"1","1","28","28","2","1",3.9,"4","2","2754","1"
"1","2","30","30","1","1",3.7,"2","1","2755","1"
"0","1","11","7","3","0",1.19,"0","1","2756","0"
"1","2","15","15","3","1",3.31,"2","2","2757","1"
"0","2","15","21","4","0",2.33,"0","2","2758","0"
"1","2","13","13","2","3",3.41,"3","2","2759","1"
"1","2","10","10","1","1",4.0,"1","1","2760","1"
"0","2","31","20","3","0",1.57,"1","2","2761","0"
"1","2","32","32","2","1",3.4,"2","1","2762","1"
"0","2","4","1","3","0",1.22,"5","2","2763","0"
"0","2","11","19","4","0",1.41,"1","1","2764","0"
"1","1","18","9","4","0",1.36,"1","1","2765","0"
"0","2","19","12","4","0",1.98,"3","2","2766","0"
"0","1","8","13","5","0",1.24,"2","2","2767","0"
"0","1","23","23","1","1",3.4,"2","1","2768","1"
"0","2","22","22","3","2",3.79,"2","2","2769","1"
"0","1","22","22","3","3",3.57,"2","2","2770","1"
"0","3","16","13","3","0",2.21,"5","1","2771","0"
"0","2","12","15","5","0",2.6,"3","1","2772","0"
"0","1","33","33","2","2",3.41,"2","2","2773","1"
"1","2","18","26","4","0",1.14,"0","2","2774","0"
"1","1","7","10","4","0",2.62,"0","2","2775","0"
"1","1","34","34","2","2",3.6,"1","1","2776","1"
"0","2","34","34","3","1",3.57,"4","2","2777","1"
"1","1","23","23","3","1",3.59,"3","2","2778","1"
"1","1","15","1","5","0",1.02,"0","1","2779","0"
"0","3","21","16","3","0",2.99,"4","1","2780","0"
"1","3","19","17","4","0",2.65,"4","1","2781","0"
"0","1","13","2","3","0",2.79,"2","2","2782","0"
"1","1","8","8","3","1",3.53,"3","2","2783","1"
"0","1","10","25","4","0",1.67,"0","1","2784","0"
"0","3","5","11","3","0",1.56,"3","2","2785","0"
"0","2","1","1","1","1",3.7,"0","1","2786","1"
"1","1","29","29","2","3",3.59,"4","2","2787","1"
"1","3","26","12","4","0",1.15,"3","2","2788","0"
"0","2","20","13","4","0",2.64,"4","1","2789","0"
"0","3","7","25","4","0",1.6,"2","2","2790","0"
"0","1","9","9","1","1",3.9,"1","1","2791","1"
"0","1","29","15","4","0",1.87,"2","1","2792","0"
"1","1","30","30","2","2",3.1,"2","1","2793","1"
"0","2","6","6","3","1",3.64,"2","2","2794","1"
